task_id,department,corridor_id,corridor_name,defect_type,failure_type,severity,days_overdue,estimated_repair_time_min,spatial_start_km,spatial_end_km,priority_score,criticality,risk_score,delay_minutes
TASK_11146,Signal & Telecom,CORR_014,Line 1: Nagercoil - Chennai Egmore,Point Machine Failure,Signal Failure,2,0,52,169.14,170.22,0.314,0.38,70.8424971320344,12.006768687265728
TASK_11147,Engineering,CORR_009,Kashmir Railway,Sleeper Crack,Wheel Defect,3,163,91,90.83,91.69,0.611,0.37,65.84204982800091,3.0778201041326323
TASK_11148,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Bearing Failure,3,180,116,3212.06,3213.36,0.794,0.98,56.17411982053477,19.69842812111165
TASK_11149,Engineering,CORR_018,Mumbai - Delhi Railway,Ballast Deficiency,Track Defect,2,180,81,1600.17,1600.79,0.664,0.88,61.338563532120624,8.653434589556802
TASK_11150,Engineering,CORR_018,Mumbai - Delhi Railway,Ballast Deficiency,Track Defect,2,180,70,65.0,66.7,0.664,0.88,51.78601271689329,11.953668220374334
TASK_11151,Signal & Telecom,CORR_001,Abhayapuri - Mainguri Railway Line,Panel Indication Fault,Signal Failure,2,180,70,36.82,38.3,0.52,0.4,53.40685729980407,7.059467687609566
TASK_11152,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,OHE Wire Sag,Brake Failure,2,180,107,72.58,74.22,0.511,0.37,62.50861552237126,11.58169763996218
TASK_11153,Engineering,CORR_008,Howrah - Delhi Railway,Rail Wear,Track Defect,4,180,100,1630.22,1631.57,0.885,0.95,60.06846767188583,18.866833303654968
TASK_11154,Traction Distribution,CORR_008,Howrah - Delhi Railway,OHE Wire Sag,Brake Failure,2,163,100,1439.02,1440.39,0.685,0.95,57.91217667925024,10.347667903199223
TASK_11155,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Signal Relay Fault,Signal Failure,5,112,98,1710.85,1712.25,0.964,0.88,62.98980001665641,23.91468521515714
TASK_11156,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Point Machine Failure,Signal Failure,3,92,86,1000.86,1002.54,0.794,0.98,53.34272160244465,19.86151788023274
TASK_11157,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Track Defect,3,127,94,1731.32,1732.16,0.746,0.82,67.08598459280506,27.54402603721546
TASK_11158,Traction Distribution,CORR_005,Delhi - Kalka Line,Insulator Flashover,Bearing Failure,4,35,150,239.34,240.86,0.798,0.66,51.14466963120309,4.413244539839717
TASK_11159,Signal & Telecom,CORR_014,Line 1: Nagercoil - Chennai Egmore,Point Machine Failure,Signal Failure,2,65,43,128.01,129.34,0.514,0.38,55.143519966574885,12.431487092227885
TASK_11160,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Insulator Flashover,Bearing Failure,3,180,121,199.22,200.46,0.614,0.38,55.1560760824052,14.412918675490635
TASK_11161,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Sleeper Crack,Track Defect,2,180,82,1344.91,1346.22,0.634,0.78,63.56896621534848,12.230506301144564
TASK_11162,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Insulator Flashover,Brake Failure,2,38,88,1862.16,1863.07,0.694,0.98,61.2336048278714,0.6584675395955767
TASK_11163,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Cable Cut,Signal Failure,2,31,52,2189.4,2189.96,0.664,0.88,44.37138897686173,3.876481908697957
TASK_11164,Traction Distribution,CORR_016,Lucknow–Moradabad line,Transformer Oil Leak,Brake Failure,2,180,110,313.4,315.04,0.595,0.65,57.49180704354252,42.86482250273133
TASK_11165,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Bearing Failure,2,107,90,1547.02,1548.89,0.694,0.98,53.81916610946148,22.431153038911862
TASK_11166,Signal & Telecom,CORR_011,Kolkata Circular Railway,Track Circuit Failure,Signal Failure,2,180,72,113.99,115.21,0.544,0.48,61.8536495862335,6.81212956532411
TASK_11167,Engineering,CORR_002,Bhairabi Sairang Railway Link,Rail Wear,Wheel Defect,3,128,98,1.51,3.27,0.611,0.37,64.09554329794086,11.329603590154765
TASK_11168,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Loose Fastening,Track Defect,2,116,72,697.67,699.0,0.634,0.78,63.77779754418313,26.244519333308347
TASK_11169,Traction Distribution,CORR_010,Katni - Obra railway,Insulator Flashover,Bearing Failure,2,49,85,214.01,215.91,0.55,0.5,48.02800172274104,7.003123452791408
TASK_11170,Signal & Telecom,CORR_003,Bina - Katni railway,Panel Indication Fault,Signal Failure,3,180,82,514.99,516.25,0.653,0.51,62.30139120373823,2.665426834405605
TASK_11171,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Wear,Track Defect,3,144,80,32.07,32.88,0.764,0.88,60.01309074429942,9.41782784182722
TASK_11172,Traction Distribution,CORR_016,Lucknow–Moradabad line,Pantograph Damage,Brake Failure,2,94,93,369.56,371.37,0.595,0.65,61.78426741292497,14.00666823759344
TASK_11173,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Point Machine Failure,Signal Failure,3,180,57,659.71,661.41,0.746,0.82,48.41420083959939,17.36520032754112
TASK_11174,Signal & Telecom,CORR_015,Line 2: Chennai Egmore - Nagercoil,Signal Relay Fault,Signal Failure,3,57,73,18.05,19.15,0.614,0.38,50.98654572143665,9.915547210007777
TASK_11175,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Track Defect,4,180,118,1867.23,1868.99,0.846,0.82,60.32662149785488,16.580958656993772
TASK_11176,Traction Distribution,CORR_011,Kolkata Circular Railway,Pantograph Damage,Brake Failure,2,180,90,27.7,28.21,0.544,0.48,59.47596654651094,12.629244248209108
TASK_11177,Traction Distribution,CORR_012,Konkan Railway,Pantograph Damage,Brake Failure,4,180,134,140.69,142.39,0.756,0.52,53.182025225862766,51.17875714384015
TASK_11178,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Brake Pad Wear,Bearing Failure,2,180,85,394.36,395.89,0.646,0.82,47.65452666461768,16.785703623386734
TASK_11179,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Wear,Wheel Defect,2,180,69,134.25,135.32,0.514,0.38,73.71899665797773,24.397542577349213
TASK_11180,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Rail Wear,Track Defect,2,141,84,75.52,77.21,0.52,0.4,54.85163247856619,22.34373788390102
TASK_11181,Engineering,CORR_016,Lucknow–Moradabad line,Ballast Deficiency,Wheel Defect,2,180,83,481.28,481.97,0.595,0.65,54.146512451249386,5.2519204769515495
TASK_11182,Engineering,CORR_019,Mumbai-Pune Railway,Track Geometry Deviation,Track Defect,2,115,71,60.88,61.68,0.589,0.63,57.13589518066173,5.739902604310021
TASK_11183,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Bearing Overheating,Brake Failure,4,180,154,1336.37,1337.67,0.864,0.88,57.945413696340566,50.34266462455102
TASK_11184,Signal & Telecom,CORR_012,Konkan Railway,Cable Cut,Signal Failure,5,180,101,267.28,269.1,0.856,0.52,63.114926656659456,20.605706539807468
TASK_11185,Signal & Telecom,CORR_014,Line 1: Nagercoil - Chennai Egmore,Track Circuit Failure,Signal Failure,4,139,84,127.67,128.37,0.714,0.38,46.71291640054797,8.330280516928044
TASK_11186,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Brake Failure,2,180,100,1363.81,1365.16,0.646,0.82,66.46188217159141,5.393716660822044
TASK_11187,Traction Distribution,CORR_003,Bina - Katni railway,Bearing Overheating,Bearing Failure,4,180,146,555.12,556.75,0.753,0.51,51.82991437195663,28.04012742727081
TASK_11188,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Ballast Deficiency,Wheel Defect,2,157,84,19.77,21.39,0.514,0.38,63.73996163634824,49.94790159313822
TASK_11189,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Pantograph Damage,Brake Failure,2,146,105,589.56,591.0,0.694,0.98,62.875290349480245,3.685270749895885
TASK_11190,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Pantograph Damage,Bearing Failure,2,69,111,148.92,150.83,0.514,0.38,62.89793942773356,25.800814261832024
TASK_11191,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Sleeper Crack,Wheel Defect,5,56,127,49.49,50.71,0.811,0.37,51.20032363704874,22.65581271739261
TASK_11192,Traction Distribution,CORR_005,Delhi - Kalka Line,Insulator Flashover,Bearing Failure,4,180,150,247.39,249.21,0.798,0.66,49.301086630986966,43.55909187895297
TASK_11193,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Brake Failure,2,180,85,779.81,781.24,0.634,0.78,70.06873069407536,12.045695961258096
TASK_11194,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Track Geometry Deviation,Wheel Defect,4,180,107,38.63,40.24,0.711,0.37,69.48639202483398,3.7543374609824
TASK_11195,Engineering,CORR_004,Bolangir - Khurda,Rail Fracture,Track Defect,2,180,69,130.74,131.94,0.514,0.38,73.89502597086963,4.022180660238291
TASK_11196,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Sleeper Crack,Track Defect,3,25,95,553.6,554.35,0.701,0.78,48.45978280566286,16.13946770582406
TASK_11197,Engineering,CORR_018,Mumbai - Delhi Railway,Track Geometry Deviation,Track Defect,2,180,88,1622.37,1623.03,0.664,0.88,59.257278523055234,6.091545201223686
TASK_11198,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Bearing Overheating,Bearing Failure,2,180,94,709.8,711.32,0.694,0.98,56.24535717326138,7.100274306537823
TASK_11199,Traction Distribution,CORR_010,Katni - Obra railway,Bearing Overheating,Brake Failure,2,180,86,472.76,473.82,0.55,0.5,51.62725726890411,5.701781978751787
TASK_11200,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,4,180,82,1488.71,1490.06,0.846,0.82,57.50103023868373,7.905190931108255
TASK_11201,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,2,52,61,990.55,992.17,0.634,0.78,44.13450781938918,2.952707269129216
TASK_11202,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,180,63,1267.21,1268.89,0.685,0.95,56.98784401507496,1.8871090886809088
TASK_11203,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Brake Pad Wear,Brake Failure,4,63,138,1.49,2.75,0.711,0.37,58.145319230176895,56.68513242010092
TASK_11204,Engineering,CORR_016,Lucknow–Moradabad line,Sleeper Crack,Wheel Defect,2,146,70,67.96,68.93,0.595,0.65,50.789964825229575,61.118407166595006
TASK_11205,Engineering,CORR_019,Mumbai-Pune Railway,Loose Fastening,Track Defect,3,180,80,15.6,17.26,0.689,0.63,67.22289147103223,8.155904619929574
TASK_11206,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Signal Relay Fault,Signal Failure,4,177,92,2.0,3.12,0.789,0.63,61.12298072211451,9.647547635923956
TASK_11207,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Pantograph Damage,Brake Failure,5,155,176,117.08,118.99,0.811,0.37,60.04531293397511,27.671759629031783
TASK_11208,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Bearing Failure,2,180,110,1636.99,1638.73,0.634,0.78,59.92360422330547,3.9044538381389815
TASK_11209,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,Insulator Flashover,Brake Failure,4,180,140,1.08,2.7,0.72,0.4,66.5444740895395,3.115381753024404
TASK_11210,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Track Circuit Failure,Signal Failure,3,180,63,386.66,387.52,0.785,0.95,68.19189216974584,5.858736732883194
TASK_11211,Engineering,CORR_004,Bolangir - Khurda,Rail Fracture,Wheel Defect,3,115,96,190.37,191.41,0.614,0.38,67.56321705523553,20.334684056300507
TASK_11212,Traction Distribution,CORR_016,Lucknow–Moradabad line,Insulator Flashover,Bearing Failure,3,153,134,385.02,386.79,0.695,0.65,58.03399177248807,10.899637929036668
TASK_11213,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Transformer Oil Leak,Brake Failure,3,0,126,82.08,82.61,0.414,0.38,65.04283916666022,4.167349985279092
TASK_11214,Engineering,CORR_002,Bhairabi Sairang Railway Link,Sleeper Crack,Wheel Defect,3,76,93,55.08,56.75,0.611,0.37,56.72239190193533,17.95059002242276
TASK_11215,Traction Distribution,CORR_018,Mumbai - Delhi Railway,OHE Wire Sag,Bearing Failure,3,180,120,1461.37,1462.48,0.764,0.88,57.75023477389408,11.03459599406926
TASK_11216,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Bearing Failure,2,180,83,1146.49,1148.19,0.634,0.78,50.68533643470046,29.53038296779322
TASK_11217,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Bearing Failure,5,180,158,2241.15,2242.48,0.985,0.95,42.661193296285,6.635864149116214
TASK_11218,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Insulator Flashover,Bearing Failure,4,180,141,45.16,46.45,0.714,0.38,60.91178150399488,7.638273042359495
TASK_11219,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Wheel Defect,2,180,85,1674.83,1676.38,0.685,0.95,65.09425523105847,18.279593176655005
TASK_11220,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,3,20,95,742.54,744.25,0.718,0.95,60.27205148384032,10.794630169074356
TASK_11221,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Insulator Flashover,Brake Failure,4,180,135,28.27,29.81,0.711,0.37,51.22333283007976,20.64736805088655
TASK_11222,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Wheel Defect,3,0,107,105.62,106.8,0.585,0.95,63.8471338855794,17.53377201632386
TASK_11223,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Pantograph Damage,Brake Failure,2,180,106,61.92,62.9,0.511,0.37,57.93312578706496,35.9194498342782
TASK_11224,Traction Distribution,CORR_019,Mumbai-Pune Railway,Brake Pad Wear,Brake Failure,2,180,85,72.87,74.64,0.589,0.63,45.934591210139786,3.4158536112638624
TASK_11225,Engineering,CORR_008,Howrah - Delhi Railway,Loose Fastening,Wheel Defect,2,106,76,1000.63,1001.91,0.685,0.95,55.99225474430042,28.653274123484717
TASK_11226,Engineering,CORR_008,Howrah - Delhi Railway,Loose Fastening,Wheel Defect,3,180,100,271.85,273.53,0.785,0.95,50.46236082124471,5.628907933690779
TASK_11227,Signal & Telecom,CORR_015,Line 2: Chennai Egmore - Nagercoil,Track Circuit Failure,Signal Failure,3,180,66,142.15,144.14,0.614,0.38,57.32578870228232,24.75646173120886
TASK_11228,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Point Machine Failure,Signal Failure,2,1,49,800.84,802.31,0.453,0.82,62.57507869126921,10.837885957679728
TASK_11229,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Insulator Flashover,Brake Failure,3,0,109,1393.69,1394.61,0.534,0.78,57.59483369272656,15.828222010532745
TASK_11230,Traction Distribution,CORR_008,Howrah - Delhi Railway,Insulator Flashover,Brake Failure,2,180,96,2867.51,2869.31,0.685,0.95,58.13063569691853,
TASK_11231,Engineering,CORR_018,Mumbai - Delhi Railway,Sleeper Crack,Wheel Defect,2,33,86,544.17,545.08,0.664,0.88,46.49270089486908,3.0017661182401025
TASK_11232,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Insulator Flashover,Bearing Failure,2,180,83,43.75,44.64,0.511,0.37,61.4493200323654,29.139772023834887
TASK_11233,Engineering,CORR_003,Bina - Katni railway,Rail Wear,Wheel Defect,2,180,85,519.96,520.57,0.553,0.51,68.63328669516937,9.2634801379287
TASK_11234,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Brake Pad Wear,Brake Failure,4,62,156,51.86,52.48,0.711,0.37,52.62491042207212,23.41180816119597
TASK_11235,Signal & Telecom,CORR_005,Delhi - Kalka Line,Track Circuit Failure,Signal Failure,2,86,57,495.36,497.15,0.598,0.66,72.00187737787263,31.94009447660557
TASK_11236,Engineering,CORR_010,Katni - Obra railway,Rail Wear,Wheel Defect,3,138,97,356.63,357.48,0.65,0.5,71.31596925380155,20.717377617709115
TASK_11237,Traction Distribution,CORR_011,Kolkata Circular Railway,Pantograph Damage,Brake Failure,2,11,95,82.17,82.83,0.417,0.48,61.51193078893563,8.08630608116891
TASK_11238,Traction Distribution,CORR_019,Mumbai-Pune Railway,Brake Pad Wear,Brake Failure,2,180,111,154.08,155.11,0.589,0.63,54.84807027134069,12.059374463120996
TASK_11239,Engineering,CORR_009,Kashmir Railway,Loose Fastening,Wheel Defect,2,163,79,18.22,19.79,0.511,0.37,53.25293468380877,2.4031482160104143
TASK_11240,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Fracture,Wheel Defect,3,180,82,2046.5,2047.51,0.794,0.98,60.07008089611505,15.29369118984742
TASK_11241,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Ballast Deficiency,Track Defect,2,180,81,146.27,147.23,0.634,0.78,66.79058968260505,19.571570367350688
TASK_11242,Traction Distribution,CORR_019,Mumbai-Pune Railway,Pantograph Damage,Brake Failure,2,73,103,51.01,52.24,0.589,0.63,63.51120442280643,16.1872208937441
TASK_11243,Traction Distribution,CORR_005,Delhi - Kalka Line,Insulator Flashover,Bearing Failure,2,80,95,123.15,123.68,0.598,0.66,45.23593036723958,16.240964465063705
TASK_11244,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,2,74,87,1945.73,1946.97,0.685,0.95,51.82580087547912,17.304999974656692
TASK_11245,Traction Distribution,CORR_005,Delhi - Kalka Line,Transformer Oil Leak,Brake Failure,2,62,95,488.89,490.88,0.598,0.66,66.6663375724481,8.481003395501004
TASK_11246,Engineering,CORR_017,Lumding - Silchar BG Line,Ballast Deficiency,Wheel Defect,4,172,100,21.53,23.23,0.711,0.37,58.78498990015271,12.295218802070792
TASK_11247,Traction Distribution,CORR_009,Kashmir Railway,Pantograph Damage,Brake Failure,5,94,171,114.58,115.19,0.811,0.37,55.05950406359151,21.35250016670051
TASK_11248,Traction Distribution,CORR_007,Howrah - Chennai Main Line,OHE Wire Sag,Brake Failure,3,180,119,501.13,502.61,0.794,0.98,65.91966297229196,16.6761437977705
TASK_11249,Engineering,CORR_008,Howrah - Delhi Railway,Rail Wear,Wheel Defect,3,180,103,650.79,651.98,0.785,0.95,41.300577917532046,9.63203387857864
TASK_11250,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Cable Cut,Signal Failure,2,40,58,2336.02,2337.76,0.664,0.88,50.430043321230016,23.12492431092097
TASK_11251,Traction Distribution,CORR_011,Kolkata Circular Railway,OHE Wire Sag,Brake Failure,2,180,102,1.27,1.92,0.544,0.48,67.81461825343118,13.895817936730648
TASK_11252,Traction Distribution,CORR_016,Lucknow–Moradabad line,Bearing Overheating,Bearing Failure,5,0,166,110.24,111.09,0.695,0.65,44.54415695145504,21.54794768243148
TASK_11253,Traction Distribution,CORR_019,Mumbai-Pune Railway,Brake Pad Wear,Brake Failure,2,180,97,42.2,43.89,0.589,0.63,67.75727154119652,5.152336993106063
TASK_11254,Engineering,CORR_019,Mumbai-Pune Railway,Rail Fracture,Track Defect,3,87,95,55.18,56.95,0.689,0.63,57.6105116083969,22.030896580626862
TASK_11255,Engineering,CORR_007,Howrah - Chennai Main Line,Sleeper Crack,Wheel Defect,2,106,69,1272.95,1274.24,0.694,0.98,72.53442334885816,23.2001384106408
TASK_11256,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,2,180,67,196.52,197.05,0.646,0.82,52.92439880940013,7.005297471200848
TASK_11257,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Sleeper Crack,Track Defect,2,180,79,45.21,47.05,0.52,0.4,54.959828091857815,16.098564440852087
TASK_11258,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Signal Relay Fault,Signal Failure,3,147,79,1370.24,1371.31,0.785,0.95,65.2704236984723,14.674956927743256
TASK_11259,Traction Distribution,CORR_019,Mumbai-Pune Railway,OHE Wire Sag,Brake Failure,3,180,117,122.34,122.9,0.689,0.63,62.25112323339799,10.820870118836954
TASK_11260,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Axle Counter Fault,Signal Failure,2,129,58,3038.73,3040.46,0.694,0.98,52.099446148739645,14.566513377353669
TASK_11261,Engineering,CORR_007,Howrah - Chennai Main Line,Ballast Deficiency,Wheel Defect,2,67,69,1042.85,1043.98,0.694,0.98,56.706445854444574,
TASK_11262,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Wear,Wheel Defect,2,180,79,1914.23,1915.01,0.694,0.98,63.44125611070957,27.360738711733227
TASK_11263,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Pantograph Damage,Brake Failure,2,141,95,38.56,40.26,0.511,0.37,70.92675953482839,13.41530033465251
TASK_11264,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Bearing Failure,3,180,120,138.11,139.3,0.785,0.95,62.82394231358326,14.080255091093903
TASK_11265,Engineering,CORR_016,Lucknow–Moradabad line,Track Geometry Deviation,Track Defect,3,180,101,459.15,460.56,0.695,0.65,65.36726444236521,10.3072191637272
TASK_11266,Engineering,CORR_019,Mumbai-Pune Railway,Sleeper Crack,Wheel Defect,4,103,127,124.16,125.89,0.789,0.63,59.36482259977727,10.475346800452174
TASK_11267,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Pantograph Damage,Brake Failure,2,180,103,0.4,1.68,0.514,0.38,50.21788985954815,23.16542433956268
TASK_11268,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Rail Fracture,Wheel Defect,2,154,69,427.32,427.99,0.634,0.78,53.13266825970014,10.53820526966061
TASK_11269,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Pantograph Damage,Brake Failure,3,166,134,588.53,590.48,0.746,0.82,51.85040867731863,
TASK_11270,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,3,180,119,1389.51,1390.44,0.734,0.78,59.59503424802695,7.1320043541928575
TASK_11271,Engineering,CORR_005,Delhi - Kalka Line,Rail Fracture,Track Defect,3,180,102,440.7,442.69,0.698,0.66,59.33513027964473,11.556766100948208
TASK_11272,Traction Distribution,CORR_003,Bina - Katni railway,OHE Wire Sag,Brake Failure,2,180,105,285.69,286.2,0.553,0.51,59.37792940133462,3.168908892478662
TASK_11273,Engineering,CORR_012,Konkan Railway,Rail Fracture,Track Defect,3,46,89,63.41,64.64,0.656,0.52,57.656359558057744,16.060522983447484
TASK_11274,Signal & Telecom,CORR_004,Bolangir - Khurda,Cable Cut,Signal Failure,3,102,66,85.39,86.95,0.614,0.38,55.654305938577295,10.27158740222965
TASK_11275,Traction Distribution,CORR_004,Bolangir - Khurda,Pantograph Damage,Bearing Failure,4,59,156,179.2,181.06,0.714,0.38,49.40742253180329,1.2904404448885052
TASK_11276,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Brake Failure,3,54,124,1584.63,1586.3,0.794,0.98,60.73391204816113,6.00348871912612
TASK_11277,Engineering,CORR_007,Howrah - Chennai Main Line,Sleeper Crack,Wheel Defect,5,85,134,405.87,406.75,0.994,0.98,67.75929360901323,5.884574040810472
TASK_11278,Traction Distribution,CORR_012,Konkan Railway,Bearing Overheating,Bearing Failure,5,180,170,15.53,16.39,0.856,0.52,59.87605048764916,1.7221951662810986
TASK_11279,Engineering,CORR_018,Mumbai - Delhi Railway,Sleeper Crack,Wheel Defect,2,61,79,849.21,850.24,0.664,0.88,65.00249354899644,12.381874328529795
TASK_11280,Signal & Telecom,CORR_016,Lucknow–Moradabad line,Signal Relay Fault,Signal Failure,2,88,51,82.97,83.64,0.595,0.65,52.527647979677525,17.102178937365235
TASK_11281,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,3,106,77,1275.67,1277.17,0.734,0.78,58.78108756398779,5.8407314920400095
TASK_11282,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,OHE Wire Sag,Bearing Failure,3,135,104,477.29,479.2,0.734,0.78,60.52693205695962,7.881749630864305
TASK_11283,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,2,180,86,1671.28,1672.74,0.646,0.82,59.37232588416117,27.908411551249124
TASK_11284,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Ballast Deficiency,Wheel Defect,3,116,95,59.58,60.88,0.62,0.4,60.73598959743696,61.085969081478666
TASK_11285,Engineering,CORR_019,Mumbai-Pune Railway,Rail Wear,Track Defect,2,180,71,77.07,78.33,0.589,0.63,53.70985773192335,2.839336612435336
TASK_11286,Traction Distribution,CORR_005,Delhi - Kalka Line,Bearing Overheating,Brake Failure,2,180,96,353.42,354.81,0.598,0.66,47.28333364843321,5.728651224881564
TASK_11287,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,2,180,47,562.21,563.78,0.646,0.82,67.34199470594469,9.344910768883173
TASK_11288,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Point Machine Failure,Signal Failure,2,180,69,495.03,496.72,0.694,0.98,69.54513126843274,0.4209038841061808
TASK_11289,Engineering,CORR_008,Howrah - Delhi Railway,Sleeper Crack,Track Defect,2,180,78,3308.25,3309.8,0.685,0.95,64.83751021392104,28.374530317420746
TASK_11290,Traction Distribution,CORR_016,Lucknow–Moradabad line,Transformer Oil Leak,Brake Failure,2,17,90,314.93,316.49,0.508,0.65,57.16943131805776,21.389104913352725
TASK_11291,Traction Distribution,CORR_012,Konkan Railway,Bearing Overheating,Brake Failure,5,0,174,2.95,4.88,0.656,0.52,55.00612051637941,21.39418959318556
TASK_11292,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Bearing Failure,2,180,107,1086.97,1088.82,0.694,0.98,65.36291969366279,6.419311938169067
TASK_11293,Signal & Telecom,CORR_011,Kolkata Circular Railway,Track Circuit Failure,Signal Failure,4,180,95,20.82,22.56,0.744,0.48,65.65881673873713,6.401404590945188
TASK_11294,Signal & Telecom,CORR_016,Lucknow–Moradabad line,Panel Indication Fault,Signal Failure,2,180,67,144.38,144.95,0.595,0.65,54.1599460647742,
TASK_11295,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Brake Pad Wear,Brake Failure,2,166,87,3.09,4.59,0.511,0.37,47.71726867441727,9.465969234842603
TASK_11296,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Rail Wear,Wheel Defect,3,180,105,23.65,24.83,0.62,0.4,58.8448784766371,16.784676640912373
TASK_11297,Engineering,CORR_009,Kashmir Railway,Ballast Deficiency,Wheel Defect,4,180,124,101.84,103.27,0.711,0.37,62.884015379541765,6.181528902877664
TASK_11298,Traction Distribution,CORR_004,Bolangir - Khurda,OHE Wire Sag,Brake Failure,3,18,105,181.51,183.04,0.534,0.38,61.8979944533352,16.977442626796282
TASK_11299,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Track Geometry Deviation,Wheel Defect,2,64,89,70.45,72.02,0.514,0.38,76.85798785219384,14.206080183057884
TASK_11300,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Track Geometry Deviation,Wheel Defect,4,44,111,894.57,896.37,0.834,0.78,55.82268565884905,13.134882926267515
